"","id","Q  Factor 1","Q Factor 2","Q Factor 3","Home Value","Loan Amount","Annual Income","Interest Rate (p.a.)","Term (months)","revenue","predict"
"1681",1681,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",340097.986751336,253070.357342349,67317.8508753404,0.0441431801132858,40,6326.75893355872,"DEFAULT"
"1682",1682,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",276214.876613775,233986.877032227,239257.541225404,0.0437011378332973,15,5849.67192580567,"None"
"1683",1683,"YOUNG SINGLES","ECONOMICAL","TRADES & SERVICES",368239.197171197,284548.246038857,187132.517999709,0.0347623597197235,40,7113.70615097143,"DEFAULT"
"1684",1684,"YOUNG FAMILIES","MAINSTREAM","TRADES & SERVICES",117932.443496994,90971.7305419176,247026.624875002,0.0356046518273652,35,2274.29326354794,"REFINANCE"
"1685",1685,"YOUNG SINGLES","ECONOMICAL","PROFESSIONALS",677314.653234028,602583.322955454,116292.948187605,0.0499315019622445,20,15064.5830738864,"None"
"1686",1686,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",1378716.61486426,1053547.28217085,48615.0564905927,0.0478277687579393,35,26338.6820542712,"DEFAULT"
"1687",1687,"OLDER COUPLES","PRIME","PROFESSIONALS",423870.357111234,316865.127587763,193177.557944216,0.0355239422060549,20,7921.62818969408,"DEFAULT"
"1688",1688,"OLDER SINGLES","PRIME","SELF EMPLOYED",191140.290720383,152411.378914533,122627.926025778,0.0472025734856725,20,3810.28447286333,"None"
"1689",1689,"YOUNG COUPLES","PRIME","TRADES & SERVICES",776649.679478874,643816.118761507,223139.543662332,0.0492665320634842,20,16095.4029690377,"None"
"1690",1690,"YOUNG COUPLES","PRIME","SELF EMPLOYED",872611.414286804,764570.381558493,48072.5673033297,0.0457149427495897,15,19114.2595389623,"None"
"1691",1691,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1055005.41872776,797795.141062009,95262.7627510279,0.0453822830542922,40,19944.8785265502,"REFINANCE"
"1692",1692,"YOUNG SINGLES","PRIME","PROFESSIONALS",2099553.82808394,1825730.10207411,90296.1856851056,0.0364856238514185,10,45643.2525518527,"DEFAULT"
"1693",1693,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",956518.480096028,836864.876120324,211296.451821156,0.0363846050687134,35,20921.6219030081,"REFINANCE"
"1694",1694,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",611668.178722183,530284.060593413,67088.5610629618,0.0484175410680473,20,13257.1015148353,"DEFAULT"
"1695",1695,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",761753.414596044,649831.495098078,47402.997793287,0.044273059733212,25,16245.787377452,"DEFAULT"
"1696",1696,"YOUNG SINGLES","PRIME","TRADES & SERVICES",219879.381838104,189864.164262994,49046.130339779,0.040738888066262,40,4746.60410657486,"DEFAULT"
"1697",1697,"YOUNG SINGLES","PRIME","PROFESSIONALS",1619169.62980883,1398606.63849668,271799.015394941,0.0478193874247372,40,34965.165962417,"None"
"1698",1698,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",1397614.04653007,1141057.21814345,260397.198846646,0.043844939712435,20,28526.4304535863,"None"
"1699",1699,"OLDER SINGLES","ECONOMICAL","TRADES & SERVICES",1354742.78082023,1027628.26680447,140712.140579857,0.0463082693889737,30,25690.7066701119,"REFINANCE"
"1700",1700,"OLDER FAMILIES","PRIME","SELF EMPLOYED",221228.826694251,197750.94239614,50425.3675381318,0.0411939729340375,10,4943.77355990349,"DEFAULT"
"1701",1701,"OLDER FAMILIES","PRIME","MANAGERIAL & EXECS",1749905.27386661,1383893.03806853,72691.2533718497,0.0456163163036108,40,34597.3259517133,"DEFAULT"
"1702",1702,"YOUNG SINGLES","PRIME","SELF EMPLOYED",1221754.82056998,984692.007836231,67950.9787182286,0.0486451224125922,15,24617.3001959058,"None"
"1703",1703,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",1807944.53093111,1447328.98436698,148492.979838394,0.0370521134324372,15,36183.2246091745,"DEFAULT"
"1704",1704,"OLDER COUPLES","ECONOMICAL","MANAGERIAL & EXECS",698016.562273106,542253.542570593,233118.202874452,0.0449861668162048,35,13556.3385642648,"None"
"1705",1705,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",1770590.91341845,1342574.62869723,144762.406696565,0.0373331423476338,30,33564.3657174307,"REFINANCE"
"1706",1706,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",1954829.03607264,1461547.30646409,155313.125960767,0.0477682655490935,15,36538.6826616023,"None"
"1707",1707,"OLDER SINGLES","ECONOMICAL","TRADES & SERVICES",2080890.11751924,1582301.22131056,249433.865578949,0.036571374155581,30,39557.530532764,"DEFAULT"
"1708",1708,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",568654.551922153,432162.356177508,96142.9915846139,0.0418236683607102,40,10804.0589044377,"DEFAULT"
"1709",1709,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",220771.48274547,182814.220200077,51941.276265204,0.0379324481636286,10,4570.35550500192,"DEFAULT"
"1710",1710,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",1685208.46309966,1274369.0877199,177187.756000698,0.049947585567832,10,31859.2271929975,"None"
"1711",1711,"YOUNG COUPLES","PRIME","PROFESSIONALS",283760.011553404,236320.108835916,49154.8065621555,0.0373061020448804,25,5908.0027208979,"DEFAULT"
"1712",1712,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",869863.619546741,774567.36949887,60062.6203709841,0.0442193698808551,30,19364.1842374718,"DEFAULT"
"1713",1713,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",1474458.46733917,1251541.12242593,181176.10395959,0.0429982841834426,10,31288.5280606482,"DEFAULT"
"1714",1714,"YOUNG COUPLES","ECONOMICAL","TRADES & SERVICES",493383.99359339,364818.324070867,198458.151852258,0.039391912791878,30,9120.45810177168,"None"
"1715",1715,"OLDER FAMILIES","ECONOMICAL","TRADES & SERVICES",1547677.96639346,1212179.49946285,151987.281601071,0.0379045877791941,15,30304.4874865714,"DEFAULT"
"1716",1716,"YOUNG FAMILIES","PRIME","SELF EMPLOYED",2136273.32469876,1634327.98995638,84097.0220823735,0.0445280623808503,25,40858.1997489096,"None"
"1717",1717,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",158114.054807201,137809.324734222,277895.630344354,0.0375451561436057,15,3445.23311835555,"REFINANCE"
"1718",1718,"OLDER FAMILIES","MAINSTREAM","TRADES & SERVICES",235809.847422095,175208.670366856,182719.39943096,0.0390183564387262,30,4380.21675917141,"DEFAULT"
"1719",1719,"OLDER COUPLES","PRIME","PROFESSIONALS",1885552.45032713,1537347.89654356,59507.0095917806,0.0462459498234093,15,38433.6974135891,"DEFAULT"
"1720",1720,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",628369.356945628,514496.712633874,173939.016368292,0.043643718700856,20,12862.4178158469,"None"
"1721",1721,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",194528.462324052,162292.749046255,180738.878020123,0.0382751437202096,10,4057.31872615637,"DEFAULT"
"1722",1722,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",1775094.94936597,1361325.04308521,83943.4110797197,0.0476735526882112,25,34033.1260771302,"None"
"1723",1723,"OLDER SINGLES","MAINSTREAM","SELF EMPLOYED",1993869.81313932,1708090.47843081,154827.520874806,0.042569735608995,15,42702.2619607701,"DEFAULT"
"1724",1724,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",902229.385282547,659611.690750184,57441.7579114959,0.0449456999637187,40,16490.2922687546,"None"
"1725",1725,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",344943.071765892,284135.957100557,173470.37751177,0.0418139475099742,25,7103.39892751392,"DEFAULT"
"1726",1726,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",725778.363232948,528641.117748957,171577.308840692,0.040137255102396,15,13216.0279437239,"None"
"1727",1727,"OLDER SINGLES","MAINSTREAM","MANAGERIAL & EXECS",938463.98869378,786756.007588709,269141.446394391,0.0412812708392739,40,19668.9001897177,"REFINANCE"
"1728",1728,"OLDER SINGLES","MAINSTREAM","PROFESSIONALS",1439775.64023615,1021799.2265191,49843.5719456151,0.0412292453460395,35,25544.9806629775,"DEFAULT"
"1729",1729,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1977996.17289327,1679733.06658352,224008.467261992,0.03657894782722,20,41993.3266645879,"DEFAULT"
"1730",1730,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",1028565.39313504,924311.561402565,85606.7713460401,0.0489260115474463,40,23107.7890350641,"DEFAULT"
"1731",1731,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",442270.694641437,377466.848586121,151022.13889607,0.0484680993668735,30,9436.67121465302,"None"
"1732",1732,"OLDER SINGLES","PRIME","TRADES & SERVICES",1542207.02965978,1333476.35425487,253976.277580783,0.0463839188031852,35,33336.9088563719,"None"
"1733",1733,"OLDER SINGLES","MAINSTREAM","SELF EMPLOYED",1773107.82439538,1349326.86966326,139717.622230262,0.0473375834748149,20,33733.1717415816,"REFINANCE"
"1734",1734,"YOUNG COUPLES","ECONOMICAL","TRADES & SERVICES",1175423.12959739,988232.875515787,260582.974601611,0.047803883984685,35,24705.8218878947,"None"
"1735",1735,"OLDER COUPLES","MAINSTREAM","SELF EMPLOYED",1372858.09037754,1132495.07003643,155287.105478756,0.0410751392617822,30,28312.3767509109,"DEFAULT"
"1736",1736,"OLDER FAMILIES","PRIME","TRADES & SERVICES",1238617.80184986,1013552.62502931,161802.980130278,0.0346151214390993,25,25338.8156257327,"DEFAULT"
"1737",1737,"YOUNG COUPLES","ECONOMICAL","SELF EMPLOYED",1277687.71914448,1120890.68372439,197062.943293542,0.0411088463403285,35,28022.2670931097,"None"
"1738",1738,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",799369.199014204,624998.581125066,279388.785330363,0.0388645173758268,30,15624.9645281267,"REFINANCE"
"1739",1739,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",1308956.00453632,1114208.49108456,76327.3938269988,0.0462538875639439,30,27855.2122771141,"DEFAULT"
"1740",1740,"OLDER FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",912380.502973166,770364.775415189,118157.185428865,0.0486572338342667,20,19259.1193853797,"DEFAULT"
"1741",1741,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",1104202.74816597,902097.436321355,107840.695076652,0.0388124745376408,10,22552.4359080339,"DEFAULT"
"1742",1742,"YOUNG FAMILIES","ECONOMICAL","SELF EMPLOYED",395428.230761849,284023.89974996,88617.2319310457,0.0352535604387522,40,7100.597493749,"DEFAULT"
"1743",1743,"YOUNG FAMILIES","ECONOMICAL","SELF EMPLOYED",741986.005117296,575588.385172277,172181.18358925,0.0501764737702906,25,14389.7096293069,"None"
"1744",1744,"YOUNG SINGLES","PRIME","TRADES & SERVICES",1852628.42863909,1575214.67399312,88098.8772140965,0.0387385835051537,40,39380.366849828,"DEFAULT"
"1745",1745,"OLDER SINGLES","PRIME","MANAGERIAL & EXECS",1778053.69786564,1325847.3981436,248539.548883133,0.0416024586632848,35,33146.1849535901,"REFINANCE"
"1746",1746,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",1763465.46308526,1452878.94133121,72283.6640967503,0.0416626101881266,15,36321.9735332803,"DEFAULT"
"1747",1747,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",422011.723220777,369403.613216699,155072.362226315,0.0454200414717197,10,9235.09033041748,"None"
"1748",1748,"OLDER COUPLES","ECONOMICAL","MANAGERIAL & EXECS",153078.701523951,111280.952601953,220078.616778068,0.0499267116896808,10,2782.02381504882,"None"
"1749",1749,"OLDER SINGLES","PRIME","MANAGERIAL & EXECS",767974.601432248,560821.393040843,57132.4715430811,0.0405819263495505,20,14020.5348260211,"DEFAULT"
"1750",1750,"YOUNG SINGLES","ECONOMICAL","PROFESSIONALS",783147.442391117,585920.221329797,256044.190232821,0.0466085178293288,10,14648.0055332449,"None"
"1751",1751,"YOUNG FAMILIES","MAINSTREAM","SELF EMPLOYED",384888.464038289,272821.006406633,84255.0127208978,0.0456036942750216,10,6820.52516016584,"None"
"1752",1752,"YOUNG COUPLES","ECONOMICAL","TRADES & SERVICES",904217.677092998,720904.429485356,235637.442007728,0.045549683559686,10,18022.6107371339,"None"
"1753",1753,"OLDER COUPLES","PRIME","SELF EMPLOYED",1420257.29970795,1002574.98665103,151258.779936865,0.0352998345345259,30,25064.3746662758,"DEFAULT"
"1754",1754,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",272050.279825641,222888.595063872,238767.146289743,0.0428255557231605,40,5572.2148765968,"None"
"1755",1755,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",1596327.31848422,1373930.59125804,139164.279077798,0.0482502472884953,20,34348.2647814511,"None"
"1756",1756,"OLDER SINGLES","PRIME","MANAGERIAL & EXECS",1442825.89359584,1269886.62976008,217924.816667058,0.0488696867078543,35,31747.1657440021,"None"
"1757",1757,"YOUNG SINGLES","PRIME","PROFESSIONALS",707055.922517498,597059.776741089,236331.936532244,0.0390261614620686,35,14926.4944185272,"REFINANCE"
"1758",1758,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",1658857.39946079,1240314.04996177,96835.2500974536,0.0345424865484238,40,31007.8512490442,"DEFAULT"
"1759",1759,"YOUNG SINGLES","PRIME","PROFESSIONALS",865105.976990706,719393.343275147,236618.774976686,0.0376539405956864,20,17984.8335818787,"REFINANCE"
"1760",1760,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",1254551.38310929,964842.444804963,57013.1876290292,0.0414788738824427,35,24121.0611201241,"DEFAULT"
"1761",1761,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",1665199.04677337,1384878.44647429,172331.743905842,0.0438180151544511,35,34621.9611618573,"None"
"1762",1762,"OLDER FAMILIES","MAINSTREAM","TRADES & SERVICES",2091197.07105197,1726334.12514975,143693.629757397,0.0432906706146896,35,43158.3531287437,"DEFAULT"
"1763",1763,"YOUNG FAMILIES","MAINSTREAM","TRADES & SERVICES",1150068.63950603,957280.324803342,142019.125683889,0.0387342893183231,20,23932.0081200836,"DEFAULT"
"1764",1764,"OLDER FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",938758.463572595,697931.743358928,187833.271077953,0.046477817364037,10,17448.2935839732,"None"
"1765",1765,"OLDER SINGLES","MAINSTREAM","TRADES & SERVICES",1616563.55333196,1220450.41369297,97952.4337764755,0.0430247676223516,15,30511.2603423241,"DEFAULT"
"1766",1766,"OLDER COUPLES","ECONOMICAL","MANAGERIAL & EXECS",1020959.36335554,735393.119059337,194779.737532727,0.0374123390354216,30,18384.8279764834,"DEFAULT"
"1767",1767,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",429641.939010786,376470.599361674,178599.969162613,0.0461399359218776,10,9411.76498404184,"None"
"1768",1768,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",1379300.47738944,980866.229005131,106654.750198409,0.0354116818644106,40,24521.6557251283,"DEFAULT"
"1769",1769,"YOUNG COUPLES","PRIME","SELF EMPLOYED",1893905.60790664,1379689.34026901,65024.5637075305,0.0348611256219447,25,34492.2335067254,"DEFAULT"
"1770",1770,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",805765.161420591,573678.462784739,218426.734846525,0.0390165452584624,10,14341.9615696185,"None"
"1771",1771,"OLDER COUPLES","PRIME","PROFESSIONALS",1340086.24496205,1100369.30747658,83745.1874241233,0.0459400248154998,25,27509.2326869146,"None"
"1772",1772,"OLDER SINGLES","ECONOMICAL","TRADES & SERVICES",772124.466216256,680164.483234129,60731.1728925779,0.0468446051701903,40,17004.1120808532,"DEFAULT"
"1773",1773,"YOUNG SINGLES","PRIME","PROFESSIONALS",2053919.05813525,1698971.52046791,111319.985995986,0.0411495658382773,15,42474.2880116978,"DEFAULT"
"1774",1774,"YOUNG FAMILIES","ECONOMICAL","PROFESSIONALS",1313817.55359032,1058726.73181525,196889.250078551,0.0391727945506573,30,26468.1682953814,"REFINANCE"
"1775",1775,"YOUNG FAMILIES","ECONOMICAL","SELF EMPLOYED",1940608.1310012,1414428.55997345,249412.325778127,0.0360179940201342,10,35360.7139993362,"REFINANCE"
"1776",1776,"YOUNG SINGLES","MAINSTREAM","PROFESSIONALS",2005376.91898321,1792649.47302973,147904.238148302,0.0356567994914949,40,44816.2368257432,"DEFAULT"
"1777",1777,"YOUNG FAMILIES","MAINSTREAM","MANAGERIAL & EXECS",388899.852622473,300722.522340104,55583.1631212234,0.0384049222916365,35,7518.06305850261,"DEFAULT"
"1778",1778,"YOUNG SINGLES","ECONOMICAL","SELF EMPLOYED",162244.07195285,116991.129699431,236379.493519515,0.0485221752300859,25,2924.77824248577,"None"
"1779",1779,"YOUNG COUPLES","PRIME","SELF EMPLOYED",857355.389716567,734881.849439127,100813.835872121,0.0352879414260387,15,18372.0462359782,"DEFAULT"
"1780",1780,"YOUNG FAMILIES","PRIME","PROFESSIONALS",1316651.80998071,965800.17639123,178447.840493098,0.0365754462443292,15,24145.0044097808,"DEFAULT"
"1781",1781,"YOUNG FAMILIES","ECONOMICAL","TRADES & SERVICES",2118445.28117472,1851914.05474695,218689.943097673,0.0384057811759412,35,46297.8513686739,"DEFAULT"
"1782",1782,"OLDER SINGLES","PRIME","TRADES & SERVICES",2060833.29767271,1623526.60972488,165832.333273448,0.0416826699115336,20,40588.1652431219,"DEFAULT"
"1783",1783,"YOUNG COUPLES","PRIME","TRADES & SERVICES",2111370.1275566,1774774.6105306,260804.298535116,0.0396039614751935,15,44369.365263265,"None"
"1784",1784,"YOUNG FAMILIES","ECONOMICAL","TRADES & SERVICES",1932219.81485622,1640870.35586886,137464.196630456,0.0379089021831751,20,41021.7588967215,"DEFAULT"
"1785",1785,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",525180.804425826,371331.162287551,81488.8014031723,0.0490105895400047,20,9283.27905718879,"None"
"1786",1786,"OLDER FAMILIES","PRIME","MANAGERIAL & EXECS",1079462.27855824,799171.067687592,56459.3348372728,0.0354461122117937,30,19979.2766921898,"DEFAULT"
"1787",1787,"YOUNG FAMILIES","MAINSTREAM","SELF EMPLOYED",132406.256493125,110414.009410994,55323.0314179286,0.0433778808787465,30,2760.35023527485,"None"
"1788",1788,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",966847.520274233,718315.280093453,155842.237172447,0.0373653829209507,35,17957.8820023363,"None"
"1789",1789,"OLDER COUPLES","ECONOMICAL","TRADES & SERVICES",311439.091377556,275605.971229251,44970.8088942096,0.0397083135023713,20,6890.14928073128,"DEFAULT"
"1790",1790,"YOUNG SINGLES","ECONOMICAL","TRADES & SERVICES",606370.892848133,479450.254718818,67067.8307418227,0.0470580455288291,35,11986.2563679705,"None"
"1791",1791,"OLDER COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1098979.74762511,789713.096957293,81184.8816080093,0.0375130009427667,15,19742.8274239323,"DEFAULT"
"1792",1792,"YOUNG FAMILIES","ECONOMICAL","PROFESSIONALS",448332.587718618,375191.80592347,207241.041777208,0.040156167242676,15,9379.79514808675,"REFINANCE"
"1793",1793,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",1764424.70959128,1294000.57104104,106113.589067243,0.0411657764017582,35,32350.014276026,"REFINANCE"
"1794",1794,"OLDER SINGLES","MAINSTREAM","SELF EMPLOYED",1101736.23709725,849662.431271491,211389.760609083,0.0433157063573599,25,21241.5607817873,"REFINANCE"
"1795",1795,"OLDER FAMILIES","MAINSTREAM","SELF EMPLOYED",1203310.19330152,944588.051225477,268830.084156327,0.044189268656075,10,23614.7012806369,"REFINANCE"
"1796",1796,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",428159.058324328,353845.758282772,230145.538097918,0.0371149352416396,15,8846.1439570693,"DEFAULT"
"1797",1797,"OLDER COUPLES","ECONOMICAL","SELF EMPLOYED",751379.695575175,665653.934303717,64971.3280739337,0.0388242546245456,35,16641.3483575929,"DEFAULT"
"1798",1798,"YOUNG FAMILIES","PRIME","SELF EMPLOYED",1906274.60036924,1584754.02192671,163324.658327162,0.0450974265523255,10,39618.8505481677,"None"
"1799",1799,"YOUNG COUPLES","PRIME","MANAGERIAL & EXECS",2009755.24864528,1573340.57244609,70463.5362926945,0.0451811398379505,10,39333.5143111522,"None"
"1800",1800,"OLDER COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1634932.64984911,1351812.43255454,150117.36225035,0.0451809151433408,40,33795.3108138634,"None"
"1801",1801,"YOUNG COUPLES","MAINSTREAM","PROFESSIONALS",1429401.57140001,1263208.85845705,127971.214336403,0.0366168145239353,10,31580.2214614263,"DEFAULT"
"1802",1802,"YOUNG COUPLES","ECONOMICAL","MANAGERIAL & EXECS",158672.065084024,138385.547860229,259294.264903449,0.036981346257031,20,3459.63869650573,"REFINANCE"
"1803",1803,"YOUNG FAMILIES","MAINSTREAM","PROFESSIONALS",1101614.45877821,951835.061235537,42906.1650498286,0.0360934018455446,30,23795.8765308884,"DEFAULT"
"1804",1804,"YOUNG COUPLES","PRIME","PROFESSIONALS",1253606.23288085,893461.68396642,154204.070983782,0.0414906478375196,25,22336.5420991605,"None"
"1805",1805,"YOUNG SINGLES","MAINSTREAM","PROFESSIONALS",540100.572256309,456913.073657357,82583.903803587,0.0469481659121811,25,11422.8268414339,"None"
"1806",1806,"YOUNG COUPLES","MAINSTREAM","MANAGERIAL & EXECS",1627470.4750935,1314085.70564463,120124.185535051,0.039347435168922,15,32852.1426411159,"DEFAULT"
"1807",1807,"OLDER COUPLES","PRIME","TRADES & SERVICES",1053573.85390696,801699.615354093,89850.4261361882,0.035332354798913,25,20042.4903838523,"DEFAULT"
"1808",1808,"YOUNG COUPLES","PRIME","PROFESSIONALS",1813032.19556247,1292331.75741904,243121.228419304,0.0459622180238366,15,32308.293935476,"None"
"1809",1809,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",423231.431105305,308374.459277879,82257.0329245701,0.0426738508567214,25,7709.36148194697,"DEFAULT"
"1810",1810,"YOUNG FAMILIES","ECONOMICAL","MANAGERIAL & EXECS",1563370.54575506,1299705.06980394,242325.895136036,0.0481405755318701,25,32492.6267450986,"None"
"1811",1811,"YOUNG SINGLES","MAINSTREAM","SELF EMPLOYED",431564.051829886,339688.152707563,108156.546877168,0.0446756140068173,25,8492.20381768907,"None"
"1812",1812,"YOUNG COUPLES","ECONOMICAL","PROFESSIONALS",288046.771031361,228638.847206615,190086.519834489,0.0421850640699267,25,5715.97118016537,"None"
"1813",1813,"YOUNG COUPLES","PRIME","TRADES & SERVICES",138678.830672812,108430.29870012,100869.79045704,0.035551799852401,20,2710.75746750299,"DEFAULT"
"1814",1814,"OLDER FAMILIES","ECONOMICAL","PROFESSIONALS",940031.144093383,834844.644697166,133009.672271006,0.0380444398149848,35,20871.1161174292,"DEFAULT"
"1815",1815,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",342679.18705441,278315.366713005,95140.0514512882,0.0403247776143253,25,6957.88416782513,"DEFAULT"
"1816",1816,"YOUNG COUPLES","ECONOMICAL","SELF EMPLOYED",269555.473481983,228319.895564161,84164.0795871541,0.045984353274107,25,5707.99738910401,"None"
"1817",1817,"OLDER FAMILIES","PRIME","TRADES & SERVICES",1027498.70126908,840478.419842697,100642.479378983,0.0396768433712423,20,21011.9604960674,"DEFAULT"
"1818",1818,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",1848877.88485747,1574314.73226567,207756.614424422,0.0501616616733372,15,39357.8683066418,"None"
"1819",1819,"OLDER COUPLES","PRIME","SELF EMPLOYED",1648316.49950614,1205607.85502903,250472.214583449,0.0482395055778325,25,30140.1963757258,"None"
"1820",1820,"OLDER SINGLES","PRIME","MANAGERIAL & EXECS",237131.28102112,181103.399181477,198482.786242746,0.0423453892432153,25,4527.58497953694,"REFINANCE"
"1821",1821,"OLDER FAMILIES","MAINSTREAM","PROFESSIONALS",682315.221908604,602837.49817895,271267.99979461,0.0475713719576597,20,15070.9374544738,"None"
"1822",1822,"YOUNG FAMILIES","MAINSTREAM","TRADES & SERVICES",2115434.34534805,1632436.70306903,220248.777540348,0.0396357580646873,15,40810.9175767259,"REFINANCE"
"1823",1823,"YOUNG COUPLES","MAINSTREAM","SELF EMPLOYED",334022.358572563,258057.077879528,259604.216584623,0.0492531789653003,30,6451.4269469882,"None"
"1824",1824,"YOUNG FAMILIES","ECONOMICAL","TRADES & SERVICES",1235259.11034878,1027308.60409308,62341.6436152905,0.0462432172261178,20,25682.7151023269,"None"
"1825",1825,"YOUNG FAMILIES","PRIME","PROFESSIONALS",1298371.918726,1012793.96547948,252965.522326633,0.0454101139716804,10,25319.8491369869,"None"
"1826",1826,"YOUNG SINGLES","MAINSTREAM","TRADES & SERVICES",1562909.0726606,1224682.51907161,78676.4644338712,0.0445015947669745,15,30617.0629767902,"None"
"1827",1827,"YOUNG FAMILIES","MAINSTREAM","TRADES & SERVICES",220988.492711646,163869.963859446,142149.506373532,0.0424809374697506,35,4096.74909648615,"None"
"1828",1828,"OLDER COUPLES","PRIME","MANAGERIAL & EXECS",1368373.45947395,986444.187838565,137086.810800731,0.0368023631349206,25,24661.1046959641,"DEFAULT"
"1829",1829,"OLDER COUPLES","MAINSTREAM","PROFESSIONALS",1122330.34480738,828579.740373134,134406.930781722,0.0404765759967268,20,20714.4935093283,"DEFAULT"
"1830",1830,"OLDER SINGLES","PRIME","TRADES & SERVICES",370269.00244575,328725.771423451,156627.720408425,0.0388153121173382,35,8218.14428558628,"DEFAULT"
"1831",1831,"OLDER SINGLES","PRIME","SELF EMPLOYED",1467591.43014267,1074202.47103717,164929.190891914,0.0433838728517294,30,26855.0617759292,"REFINANCE"
"1832",1832,"YOUNG FAMILIES","MAINSTREAM","SELF EMPLOYED",577376.242499408,408020.063969092,145559.72664585,0.0466924832761288,35,10200.5015992273,"None"
"1833",1833,"OLDER SINGLES","ECONOMICAL","PROFESSIONALS",814816.348166849,680163.843733039,150582.702304006,0.0403653524294496,10,17004.096093326,"DEFAULT"
"1834",1834,"OLDER SINGLES","PRIME","SELF EMPLOYED",842010.802237524,619481.175291731,264090.62680237,0.0399164678305388,40,15487.0293822933,"REFINANCE"
"1835",1835,"YOUNG COUPLES","PRIME","TRADES & SERVICES",1402439.70803954,1225502.40552517,92551.2337074131,0.0354159581847489,10,30637.5601381292,"DEFAULT"
"1836",1836,"OLDER COUPLES","PRIME","MANAGERIAL & EXECS",1705802.15614378,1344083.50982616,62978.3285438269,0.0378259620219469,35,33602.0877456539,"DEFAULT"
"1837",1837,"YOUNG SINGLES","MAINSTREAM","MANAGERIAL & EXECS",2032534.2060091,1776017.3121487,181700.066663757,0.0446851404942572,15,44400.4328037176,"None"
"1838",1838,"OLDER FAMILIES","ECONOMICAL","SELF EMPLOYED",475409.982899625,395325.511595379,188251.898255363,0.0454817736037076,15,9883.13778988447,"DEFAULT"
"1839",1839,"OLDER COUPLES","PRIME","PROFESSIONALS",807771.529544953,592109.562243292,160215.835459478,0.0366376816406846,15,14802.7390560823,"DEFAULT"
"1840",1840,"YOUNG SINGLES","PRIME","MANAGERIAL & EXECS",382805.310277232,301943.58690795,210177.483510897,0.0459087772928178,10,7548.58967269875,"None"
"1841",1841,"YOUNG FAMILIES","PRIME","TRADES & SERVICES",1804474.54562868,1611190.63185529,164110.893119112,0.0490872683562338,15,40279.7657963822,"None"
